,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Song Name,Artist,Genres,gb
16,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,391376,4,Hotel California - 2013 Remaster,Eagles,Rock,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
17,0.583,0.545,2,-11.698,0,0.0351,0.232,0.0,0.133,0.801,153.249,audio_features,2R7858bg0GHuBBxjTyOL7N,spotify:track:2R7858bg0GHuBBxjTyOL7N,https://api.spotify.com/v1/tracks/2R7858bg0GHuBBxjTyOL7N,https://api.spotify.com/v1/audio-analysis/2R7858bg0GHuBBxjTyOL7N,302600,4,Careless Whisper,George Michael,Pop,"['new wave pop', 'soft rock']"
18,0.565,0.764,1,-9.43,1,0.0351,0.0139,0.00488,0.079,0.686,100.891,audio_features,7gozgbG5EBTukCFWToTRA5,spotify:track:7gozgbG5EBTukCFWToTRA5,https://api.spotify.com/v1/tracks/7gozgbG5EBTukCFWToTRA5,https://api.spotify.com/v1/audio-analysis/7gozgbG5EBTukCFWToTRA5,277480,4,I Still Haven't Found What I'm Looking For - Remastered 2007,U2,Rock,"['irish rock', 'permanent wave', 'rock']"
19,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,audio_features,7s25THrKz86DM225dOYwnr,spotify:track:7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/tracks/7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/audio-analysis/7s25THrKz86DM225dOYwnr,147600,4,Respect,Aretha Franklin,Soul,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']"
20,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,audio_features,4eHbdreAnSOrDDsFfc4Fpm,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,https://api.spotify.com/v1/tracks/4eHbdreAnSOrDDsFfc4Fpm,https://api.spotify.com/v1/audio-analysis/4eHbdreAnSOrDDsFfc4Fpm,271093,4,I Will Always Love You,Whitney Houston,Pop,"['dance pop', 'pop', 'urban contemporary']"
21,0.864,0.515,0,-6.967,1,0.0367,0.571,7.92e-05,0.0947,0.755,129.048,audio_features,1qk9ujVgudgU8CyhKOx8ji,spotify:track:1qk9ujVgudgU8CyhKOx8ji,https://api.spotify.com/v1/tracks/1qk9ujVgudgU8CyhKOx8ji,https://api.spotify.com/v1/audio-analysis/1qk9ujVgudgU8CyhKOx8ji,244893,4,Somebody That I Used To Know,Gotye,Pop,['australian pop']
22,0.598,0.676,0,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169,audio_features,5MMnwYs0hIxkENRsbkWJ2G,spotify:track:5MMnwYs0hIxkENRsbkWJ2G,https://api.spotify.com/v1/tracks/5MMnwYs0hIxkENRsbkWJ2G,https://api.spotify.com/v1/audio-analysis/5MMnwYs0hIxkENRsbkWJ2G,340742,4,Smoke On The Water - Remastered 2012,Deep Purple,Rock,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']"
23,0.445,0.49,0,-8.807,1,0.0264,0.301,1.47e-06,0.0964,0.342,93.61,audio_features,4zVyMSnXjxM734u4SQTqVx,spotify:track:4zVyMSnXjxM734u4SQTqVx,https://api.spotify.com/v1/tracks/4zVyMSnXjxM734u4SQTqVx,https://api.spotify.com/v1/audio-analysis/4zVyMSnXjxM734u4SQTqVx,188050,4,Better Be Home Soon,Crowded House,Rock,"['australian rock', 'mellow gold', 'permanent wave', 'pop rock', 'rock', 'soft rock']"
24,0.407,0.565,3,-11.487,0,0.0322,0.361,0.000142,0.105,0.502,125.096,audio_features,6l8BhUGXyQWFGWJY5tohDC,spotify:track:6l8BhUGXyQWFGWJY5tohDC,https://api.spotify.com/v1/tracks/6l8BhUGXyQWFGWJY5tohDC,https://api.spotify.com/v1/audio-analysis/6l8BhUGXyQWFGWJY5tohDC,430453,4,Light My Fire - 2017 Remaster,The Doors,Rock,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']"
25,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,audio_features,46RVKt5Edm1zl0rXhPJZxz,spotify:track:46RVKt5Edm1zl0rXhPJZxz,https://api.spotify.com/v1/tracks/46RVKt5Edm1zl0rXhPJZxz,https://api.spotify.com/v1/audio-analysis/46RVKt5Edm1zl0rXhPJZxz,220867,4,Down Under,Men At Work,Rock,"['album rock', 'australian rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']"
26,0.378,0.896,2,-4.066,1,0.0407,0.000452,0.0,0.194,0.469,174.302,audio_features,5qqabIl2vWzo9ApSC317sa,spotify:track:5qqabIl2vWzo9ApSC317sa,https://api.spotify.com/v1/tracks/5qqabIl2vWzo9ApSC317sa,https://api.spotify.com/v1/audio-analysis/5qqabIl2vWzo9ApSC317sa,258773,4,Wonderwall - Remastered,Oasis,Pop,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']"
27,0.245,0.833,1,-5.555,0,0.116,0.105,0.0,0.359,0.805,205.375,audio_features,7av4raprzW2bWdjyAaH3hz,spotify:track:7av4raprzW2bWdjyAaH3hz,https://api.spotify.com/v1/tracks/7av4raprzW2bWdjyAaH3hz,https://api.spotify.com/v1/audio-analysis/7av4raprzW2bWdjyAaH3hz,231271,4,What's Going On,Marvin Gaye,Soul,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']"
28,0.464,0.913,7,-4.215,1,0.18,0.141,0.0,0.173,0.667,164.092,audio_features,04MGO8KdFKUcqQY3qVX0U4,spotify:track:04MGO8KdFKUcqQY3qVX0U4,https://api.spotify.com/v1/tracks/04MGO8KdFKUcqQY3qVX0U4,https://api.spotify.com/v1/audio-analysis/04MGO8KdFKUcqQY3qVX0U4,250670,4,Khe Sanh,Cold Chisel,Pop,"['australian pop', 'australian rock']"
29,0.706,0.563,10,-15.564,0,0.0342,0.0704,0.00151,0.152,0.955,103.613,audio_features,32NqW4lERGa0uTQLXeXh65,spotify:track:32NqW4lERGa0uTQLXeXh65,https://api.spotify.com/v1/tracks/32NqW4lERGa0uTQLXeXh65,https://api.spotify.com/v1/audio-analysis/32NqW4lERGa0uTQLXeXh65,281667,4,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,Rock,"['disco', 'mellow gold', 'soft rock']"
30,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,audio_features,5R9a4t5t5O0IsznsrKPVro,spotify:track:5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/tracks/5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/audio-analysis/5R9a4t5t5O0IsznsrKPVro,193213,4,Single Ladies (Put a Ring on It),Beyoncé,Pop,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
31,0.764,0.842,11,-6.923,1,0.0326,0.0987,0.0,0.117,0.863,110.029,audio_features,0n6FMFq5bE22tNTmd6L9U4,spotify:track:0n6FMFq5bE22tNTmd6L9U4,https://api.spotify.com/v1/tracks/0n6FMFq5bE22tNTmd6L9U4,https://api.spotify.com/v1/audio-analysis/0n6FMFq5bE22tNTmd6L9U4,172720,4,Wannabe,Spice Girls,Pop,"['dance pop', 'europop', 'girl group', 'pop']"
32,0.609,0.657,1,-11.496,1,0.0695,0.0308,0.00221,0.071,0.872,100.607,audio_features,1kryOQS9FQDsbYY4db5zS5,spotify:track:1kryOQS9FQDsbYY4db5zS5,https://api.spotify.com/v1/tracks/1kryOQS9FQDsbYY4db5zS5,https://api.spotify.com/v1/audio-analysis/1kryOQS9FQDsbYY4db5zS5,266160,4,Superstition,Stevie Wonder,Soul,"['funk', 'motown', 'quiet storm', 'soul']"
33,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,audio_features,7m2g1kKuF7Tre2PzjK3Lnh,spotify:track:7m2g1kKuF7Tre2PzjK3Lnh,https://api.spotify.com/v1/tracks/7m2g1kKuF7Tre2PzjK3Lnh,https://api.spotify.com/v1/audio-analysis/7m2g1kKuF7Tre2PzjK3Lnh,230640,4,Can't Get You out of My Head,Kylie Minogue,Pop,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop']"
34,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,audio_features,3d9DChrdc6BOeFsbrZ3Is0,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0,264307,4,Under the Bridge,Red Hot Chili Peppers,Alternative,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
35,0.459,0.681,2,-8.773,1,0.0794,0.254,0.0,0.498,0.68,125.02,audio_features,7wawEkN4nhPqSBWleGvdxa,spotify:track:7wawEkN4nhPqSBWleGvdxa,https://api.spotify.com/v1/tracks/7wawEkN4nhPqSBWleGvdxa,https://api.spotify.com/v1/audio-analysis/7wawEkN4nhPqSBWleGvdxa,304440,4,You Took The Words Right Out of My Mouth (Hot Summer Night),Meat Loaf,Rock,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']"
36,0.661,0.552,10,-12.385,1,0.0337,0.214,0.0,0.206,0.928,92.056,audio_features,3XDeeP9wBZzGhIPZmLfEEx,spotify:track:3XDeeP9wBZzGhIPZmLfEEx,https://api.spotify.com/v1/tracks/3XDeeP9wBZzGhIPZmLfEEx,https://api.spotify.com/v1/audio-analysis/3XDeeP9wBZzGhIPZmLfEEx,252760,4,Karma Chameleon,Culture Club,Pop,"['disco', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
37,0.431,0.59,4,-6.362,1,0.0284,0.163,1.11e-05,0.0981,0.257,150.193,audio_features,7CKbqqrs0AS1si1ZgaQdcj,spotify:track:7CKbqqrs0AS1si1ZgaQdcj,https://api.spotify.com/v1/tracks/7CKbqqrs0AS1si1ZgaQdcj,https://api.spotify.com/v1/audio-analysis/7CKbqqrs0AS1si1ZgaQdcj,265333,4,Angels,Robbie Williams,Pop,"['dance pop', 'dance rock', 'europop', 'pop']"
38,0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,audio_features,05oETzWbd4SI33qK2gbJfR,spotify:track:05oETzWbd4SI33qK2gbJfR,https://api.spotify.com/v1/tracks/05oETzWbd4SI33qK2gbJfR,https://api.spotify.com/v1/audio-analysis/05oETzWbd4SI33qK2gbJfR,252773,4,Rhiannon,Fleetwood Mac,Rock,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
39,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,audio_features,1bdXMstfxFWYSkEFTnJMoN,spotify:track:1bdXMstfxFWYSkEFTnJMoN,https://api.spotify.com/v1/tracks/1bdXMstfxFWYSkEFTnJMoN,https://api.spotify.com/v1/audio-analysis/1bdXMstfxFWYSkEFTnJMoN,331267,4,Enter Sandman,Metallica,Rock,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']"
40,0.697,0.55,2,-11.496,1,0.179,0.856,3.44e-05,0.0907,0.844,84.802,audio_features,01u6AEzGbGbQyYVdxajxqk,spotify:track:01u6AEzGbGbQyYVdxajxqk,https://api.spotify.com/v1/tracks/01u6AEzGbGbQyYVdxajxqk,https://api.spotify.com/v1/audio-analysis/01u6AEzGbGbQyYVdxajxqk,122893,4,Don't Be Cruel,Elvis Presley,Rock,"['rock-and-roll', 'rockabilly']"
41,0.795,0.63,10,-7.217,0,0.0841,0.0419,0.575,0.0894,0.785,108.701,audio_features,1sR4aKaHpLrc9u7g4ii90U,spotify:track:1sR4aKaHpLrc9u7g4ii90U,https://api.spotify.com/v1/tracks/1sR4aKaHpLrc9u7g4ii90U,https://api.spotify.com/v1/audio-analysis/1sR4aKaHpLrc9u7g4ii90U,181107,4,Need You Tonight,INXS,Rock,"['australian rock', 'classic rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']"
42,0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,audio_features,72Z17vmmeQKAg8bptWvpVG,spotify:track:72Z17vmmeQKAg8bptWvpVG,https://api.spotify.com/v1/tracks/72Z17vmmeQKAg8bptWvpVG,https://api.spotify.com/v1/audio-analysis/72Z17vmmeQKAg8bptWvpVG,318027,4,Space Oddity - 2015 Remaster,David Bowie,Rock,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']"
43,0.492,0.845,2,-5.686,1,0.0442,0.0297,0.00121,0.209,0.495,86.988,audio_features,4xqw8JSmfNdHLCuT23pHiv,spotify:track:4xqw8JSmfNdHLCuT23pHiv,https://api.spotify.com/v1/tracks/4xqw8JSmfNdHLCuT23pHiv,https://api.spotify.com/v1/audio-analysis/4xqw8JSmfNdHLCuT23pHiv,275493,4,Last Goodbye,Jeff Buckley,Rock,"['melancholia', 'permanent wave', 'rock', 'singer-songwriter']"
44,0.707,0.788,6,-5.269,1,0.0333,0.214,0.000571,0.308,0.746,120.465,audio_features,2zjt2hHBbiv5SuxYg8Z7eP,spotify:track:2zjt2hHBbiv5SuxYg8Z7eP,https://api.spotify.com/v1/tracks/2zjt2hHBbiv5SuxYg8Z7eP,https://api.spotify.com/v1/audio-analysis/2zjt2hHBbiv5SuxYg8Z7eP,238120,4,Girls Just Want to Have Fun,Cyndi Lauper,Pop,"['mellow gold', 'new wave pop', 'permanent wave', 'soft rock']"
45,0.694,0.394,0,-15.881,1,0.0428,0.0781,0.000677,0.247,0.719,104.126,audio_features,4gMgiXfqyzZLMhsksGmbQV,spotify:track:4gMgiXfqyzZLMhsksGmbQV,https://api.spotify.com/v1/tracks/4gMgiXfqyzZLMhsksGmbQV,https://api.spotify.com/v1/audio-analysis/4gMgiXfqyzZLMhsksGmbQV,238747,4,"Another Brick in the Wall, Pt. 2",Pink Floyd,Rock,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
46,0.701,0.952,4,-4.891,0,0.0507,2.56e-05,0.00121,0.354,0.767,122.288,audio_features,1WvO9c6UokTaCFLk76f07H,spotify:track:1WvO9c6UokTaCFLk76f07H,https://api.spotify.com/v1/tracks/1WvO9c6UokTaCFLk76f07H,https://api.spotify.com/v1/audio-analysis/1WvO9c6UokTaCFLk76f07H,243080,4,Treaty (Radio Mix),Yothu Yindi,Rock,"['australian indigenous', 'australian rock', 'didgeridoo']"
47,0.526,0.509,7,-10.893,1,0.0628,0.6,0.0,0.144,0.497,138.318,audio_features,2QgWuCtBpNIpl5trmKCxRf,spotify:track:2QgWuCtBpNIpl5trmKCxRf,https://api.spotify.com/v1/tracks/2QgWuCtBpNIpl5trmKCxRf,https://api.spotify.com/v1/audio-analysis/2QgWuCtBpNIpl5trmKCxRf,515867,4,American Pie,Don McLean,Rock,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
48,0.511,0.574,5,-7.016,1,0.0273,0.0425,2.33e-05,0.105,0.161,119.917,audio_features,3nvuPQTw2zuFAVuLsC9IYQ,spotify:track:3nvuPQTw2zuFAVuLsC9IYQ,https://api.spotify.com/v1/tracks/3nvuPQTw2zuFAVuLsC9IYQ,https://api.spotify.com/v1/audio-analysis/3nvuPQTw2zuFAVuLsC9IYQ,280040,4,Nothing Compares 2 U,Sinéad O'Connor,Pop,"['lilith', 'new wave pop', 'pop rock']"
49,0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,audio_features,2DnJjbjNTV9Nd5NOa1KGba,spotify:track:2DnJjbjNTV9Nd5NOa1KGba,https://api.spotify.com/v1/tracks/2DnJjbjNTV9Nd5NOa1KGba,https://api.spotify.com/v1/audio-analysis/2DnJjbjNTV9Nd5NOa1KGba,258411,4,You're so Vain,Carly Simon,Country,"['adult standards', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
50,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,audio_features,2aoo2jlRnM3A0NyLQqMN2f,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,240800,4,All Along the Watchtower,Jimi Hendrix,Rock,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'psychedelic rock', 'rock']"
51,0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605,audio_features,6ORqU0bHbVCRjXm9AjyHyZ,spotify:track:6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/tracks/6ORqU0bHbVCRjXm9AjyHyZ,https://api.spotify.com/v1/audio-analysis/6ORqU0bHbVCRjXm9AjyHyZ,153467,4,Good Riddance (Time of Your Life),Green Day,Pop,"['permanent wave', 'punk']"
52,0.551,0.628,2,-13.799,1,0.036,0.0336,0.000194,0.151,0.777,142.167,audio_features,0vLwL4xuJ3s7SeaCdvMqkY,spotify:track:0vLwL4xuJ3s7SeaCdvMqkY,https://api.spotify.com/v1/tracks/0vLwL4xuJ3s7SeaCdvMqkY,https://api.spotify.com/v1/audio-analysis/0vLwL4xuJ3s7SeaCdvMqkY,212893,4,Call Me,Blondie,Pop,"['candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']"
53,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4,Uptown Funk (feat. Bruno Mars),Mark Ronson,Pop,"['dance pop', 'neo soul', 'pop']"
54,0.774,0.747,8,-7.302,1,0.0928,0.0671,0.0,0.112,0.881,113.298,audio_features,2Cm7WEVdiXiWSjfEBHFtRu,spotify:track:2Cm7WEVdiXiWSjfEBHFtRu,https://api.spotify.com/v1/tracks/2Cm7WEVdiXiWSjfEBHFtRu,https://api.spotify.com/v1/audio-analysis/2Cm7WEVdiXiWSjfEBHFtRu,210373,4,Blame It on the Boogie,The Jacksons,Soul,"['disco', 'funk', 'motown', 'quiet storm', 'soul']"
55,0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,audio_features,0qxYx4F3vm1AOnfux6dDxP,spotify:track:0qxYx4F3vm1AOnfux6dDxP,https://api.spotify.com/v1/tracks/0qxYx4F3vm1AOnfux6dDxP,https://api.spotify.com/v1/audio-analysis/0qxYx4F3vm1AOnfux6dDxP,280000,4,You Can Call Me Al,Paul Simon,Rock,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
